iter	Passed	Remaining
1662	157068	31829
1663	157154	31733
1664	157235	31635
1665	157313	31538
1666	157397	31441
1667	157501	31349
1668	157578	31251
1669	157648	31152
1670	157724	31054
1671	157802	30956
1672	157884	30859
1673	157960	30761
1674	158043	30665
1675	158118	30567
1676	158197	30469
1677	158275	30372
1678	158355	30275
1679	158464	30183
1680	158585	30094
1681	158696	30003
1682	158809	29912
1683	158885	29814
1684	158999	29723
1685	159084	29627
1686	159156	29529
1687	159229	29431
1688	159312	29334
1689	159388	29236
1690	159468	29139
1691	159549	29043
1692	159626	28945
1693	159702	28848
1694	159772	28749
1695	159850	28652
1696	159928	28555
1697	160010	28458
1698	160084	28361
1699	160159	28263
1700	160241	28167
1701	160321	28070
1702	160407	27974
1703	160502	27880
1704	160586	27784
1705	160662	27687
1706	160739	27590
1707	160815	27493
1708	160888	27395
1709	160962	27297
1710	161032	27199
1711	161105	27101
1712	161182	27004
1713	161262	26908
1714	161342	26812
1715	161426	26716
1716	161504	26619
1717	161582	26522
1718	161683	26429
1719	161761	26333
1720	161839	26236
1721	161913	26139
1722	161985	26041
1723	162058	25944
1724	162133	25847
1725	162216	25751
1726	162297	25655
1727	162376	25559
1728	162453	25462
1729	162531	25366
1730	162610	25269
1731	162689	25173
1732	162766	25077
1733	162845	24980
1734	162920	24884
1735	162996	24787
1736	163070	24690
1737	163139	24592
1738	163212	24496
1739	163289	24399
1740	163368	24303
1741	163444	24207
1742	163526	24111
1743	163604	24015
1744	163681	23919
1745	163758	23822
1746	163834	23726
1747	163909	23630
1748	163986	23533
1749	164068	23438
1750	164143	23341
1751	164230	23247
1752	164324	23153
1753	164409	23058
1754	164494	22963
1755	164580	22868
1756	164665	22773
1757	164742	22677
1758	164821	22582
1759	164901	22486
1760	164985	22391
1761	165065	22296
1762	165145	22200
1763	165224	22104
1764	165306	22009
1765	165386	21914
1766	165493	21822
1767	165567	21726
1768	165640	21629
1769	165725	21534
1770	165806	21439
1771	165884	21344
1772	165964	21248
1773	166040	21152
1774	166117	21057
1775	166189	20960
1776	166266	20865
1777	166343	20769
1778	166424	20674
1779	166503	20579
1780	166577	20483
1781	166658	20388
1782	166737	20292
1783	166811	20196
1784	166885	20101
1785	166960	20005
1786	167037	19909
1787	167109	19813
1788	167187	19718
1789	167270	19623
1790	167344	19528
1791	167426	19433
1792	167507	19338
1793	167582	19243
1794	167658	19147
1795	167731	19051
1796	167812	18957
1797	167895	18862
1798	167978	18768
1799	168059	18673
1800	168134	18577
1801	168214	18483
1802	168302	18389
1803	168379	18293
1804	168461	18199
1805	168541	18104
1806	168623	18010
1807	168705	17915
1808	168792	17821
1809	168873	17727
1810	168948	17631
1811	169029	17537
1812	169114	17443
1813	169205	17349
1814	169292	17255
1815	169377	17161
1816	169479	17069
1817	169562	16974
1818	169653	16881
1819	169730	16786
1820	169812	16692
1821	169892	16597
1822	169977	16503
1823	170072	16410
1824	170154	16316
1825	170232	16221
1826	170315	16127
1827	170393	16032
1828	170470	15937
1829	170548	15843
1830	170623	15748
1831	170700	15653
1832	170779	15559
1833	170864	15465
1834	170956	15372
1835	171035	15277
1836	171118	15183
1837	171200	15089
1838	171283	14995
1839	171358	14900
1840	171440	14806
1841	171521	14712
1842	171598	14617
1843	171677	14523
1844	171764	14430
1845	171843	14335
1846	171925	14241
1847	171997	14146
1848	172073	14052
1849	172146	13957
1850	172225	13863
1851	172305	13769
1852	172386	13675
1853	172464	13581
1854	172540	13486
1855	172617	13392
1856	172692	13298
1857	172780	13204
1858	172855	13110
1859	172938	13016
1860	173018	12922
1861	173074	12827
1862	173151	12733
1863	173229	12639
1864	173307	12545
1865	173383	12450
1866	173463	12357
1867	173570	12265
1868	173651	12171
1869	173738	12078
1870	173814	11983
1871	173896	11890
1872	173978	11796
1873	174058	11702
1874	174133	11608
1875	174211	11515
1876	174287	11421
1877	174369	11327
1878	174444	11233
1879	174519	11139
1880	174597	11045
1881	174680	10952
1882	174760	10858
1883	174835	10764
1884	174909	10670
1885	174982	10576
1886	175059	10483
1887	175134	10389
1888	175209	10295
1889	175293	10202
1890	175374	10108
1891	175448	10015
1892	175526	9921
1893	175604	9827
1894	175685	9734
1895	175770	9641
1896	175846	9547
1897	175924	9454
1898	176004	9360
1899	176079	9267
1900	176158	9173
1901	176232	9080
1902	176306	8986
1903	176386	8893
1904	176464	8800
1905	176538	8706
1906	176597	8612
1907	176678	8519
1908	176761	8426
1909	176837	8332
1910	176912	8239
1911	176992	8146
1912	177068	8052
1913	177139	7959
1914	177218	7866
1915	177297	7772
1916	177371	7679
1917	177472	7587
1918	177560	7494
1919	177635	7401
1920	177714	7308
1921	177793	7215
1922	177874	7122
1923	177953	7029
1924	178032	6936
1925	178108	6843
1926	178184	6750
1927	178259	6656
1928	178333	6563
1929	178414	6470
1930	178493	6378
1931	178564	6284
1932	178638	6191
1933	178718	6098
1934	178802	6006
1935	178878	5913
1936	178956	5820
1937	179033	5727
1938	179103	5634
1939	179178	5541
1940	179255	5448
1941	179330	5355
1942	179407	5263
1943	179490	5170
1944	179567	5077
1945	179645	4985
1946	179722	4892
1947	179802	4799
1948	179884	4707
1949	179958	4614
1950	180038	4521
1951	180118	4429
1952	180192	4336
1953	180269	4243
1954	180348	4151
1955	180429	4058
1956	180507	3966
1957	180585	3873
1958	180665	3781
1959	180740	3688
1960	180821	3596
1961	180901	3503
1962	180980	3411
1963	181057	3318
1964	181134	3226
1965	181211	3133
1966	181291	3041
1967	181392	2949
1968	181466	2857
1969	181540	2764
1970	181615	2672
1971	181691	2579
1972	181769	2487
1973	181848	2395
1974	181926	2302
1975	181999	2210
1976	182079	2118
1977	182160	2026
1978	182239	1933
1979	182323	1841
1980	182404	1749
1981	182479	1657
1982	182558	1565
1983	182639	1472
1984	182718	1380
1985	182795	1288
1986	182870	1196
1987	182948	1104
1988	183030	1012
1989	183100	920
1990	183179	828
1991	183256	735
1992	183334	643
1993	183410	551
1994	183493	459
1995	183566	367
1996	183642	275
1997	183722	183
1998	183801	91
1999	183878	0
