iter	Passed	Remaining
1351	132059	63294
1352	132143	63190
1353	132223	63084
1354	132301	62977
1355	132371	62866
1356	132445	62757
1357	132525	62651
1358	132605	62545
1359	132684	62439
1360	132764	62334
1361	132841	62226
1362	132918	62119
1363	132996	62012
1364	133067	61903
1365	133143	61795
1366	133226	61691
1367	133330	61597
1368	133421	61496
1369	133500	61390
1370	133580	61285
1371	133655	61177
1372	133737	61073
1373	133817	60967
1374	133892	60860
1375	133972	60754
1376	134045	60646
1377	134127	60542
1378	134203	60435
1379	134283	60330
1380	134361	60224
1381	134449	60122
1382	134542	60023
1383	134625	59920
1384	134704	59814
1385	134781	59708
1386	134863	59604
1387	134948	59501
1388	135026	59396
1389	135105	59290
1390	135180	59183
1391	135259	59078
1392	135344	58976
1393	135430	58874
1394	135519	58773
1395	135598	58668
1396	135680	58565
1397	135759	58460
1398	135845	58358
1399	135927	58254
1400	136009	58151
1401	136091	58047
1402	136169	57942
1403	136246	57836
1404	136327	57733
1405	136398	57624
1406	136478	57520
1407	136555	57415
1408	136637	57311
1409	136729	57213
1410	136811	57109
1411	136894	57007
1412	136975	56903
1413	137058	56800
1414	137138	56696
1415	137220	56593
1416	137333	56503
1417	137419	56402
1418	137496	56296
1419	137569	56190
1420	137645	56085
1421	137722	55979
1422	137803	55876
1423	137898	55779
1424	137985	55678
1425	138060	55572
1426	138133	55466
1427	138215	55363
1428	138302	55263
1429	138355	55148
1430	138438	55046
1431	138512	54940
1432	138584	54834
1433	138665	54731
1434	138745	54628
1435	138826	54525
1436	138907	54422
1437	138987	54319
1438	139061	54213
1439	139134	54107
1440	139214	54004
1441	139302	53904
1442	139378	53800
1443	139455	53696
1444	139532	53592
1445	139613	53489
1446	139690	53385
1447	139765	53280
1448	139845	53177
1449	139930	53076
1450	140026	52980
1451	140110	52879
1452	140189	52776
1453	140269	52673
1454	140350	52571
1455	140435	52470
1456	140511	52366
1457	140583	52260
1458	140670	52161
1459	140750	52058
1460	140831	51956
1461	140915	51855
1462	140999	51754
1463	141096	51658
1464	141187	51560
1465	141275	51460
1466	141382	51367
1467	141463	51266
1468	141542	51163
1469	141621	51060
1470	141698	50957
1471	141777	50854
1472	141850	50750
1473	141933	50649
1474	142011	50546
1475	142099	50447
1476	142179	50345
1477	142262	50244
1478	142352	50145
1479	142446	50048
1480	142536	49950
1481	142626	49851
1482	142714	49752
1483	142803	49653
1484	142893	49555
1485	142977	49455
1486	143074	49359
1487	143164	49261
1488	143250	49161
1489	143339	49062
1490	143428	48963
1491	143517	48865
1492	143608	48767
1493	143699	48669
1494	143788	48570
1495	143879	48472
1496	143969	48374
1497	144051	48273
1498	144139	48174
1499	144221	48073
1500	144309	47974
1501	144392	47874
1502	144472	47773
1503	144546	47669
1504	144620	47566
1505	144694	47463
1506	144766	47358
1507	144847	47258
1508	144923	47155
1509	145004	47054
1510	145087	46954
1511	145171	46854
1512	145244	46750
1513	145316	46647
1514	145396	46546
1515	145472	46443
1516	145557	46344
1517	145649	46247
1518	145741	46149
1519	145816	46047
1520	145889	45944
1521	145968	45842
1522	146043	45740
1523	146117	45637
1524	146198	45537
1525	146278	45436
1526	146358	45335
1527	146439	45235
1528	146517	45133
1529	146599	45033
1530	146676	44932
1531	146758	44832
1532	146842	44732
1533	146934	44635
1534	147020	44537
1535	147096	44435
1536	147173	44334
1537	147257	44234
1538	147339	44134
1539	147420	44034
1540	147498	43933
1541	147576	43832
1542	147655	43732
1543	147732	43630
1544	147815	43531
1545	147889	43429
1546	147969	43329
1547	148050	43229
1548	148134	43130
1549	148214	43030
1550	148290	42928
1551	148372	42829
1552	148456	42730
1553	148536	42630
1554	148616	42530
1555	148689	42428
1556	148766	42327
1557	148837	42224
1558	148911	42123
1559	148991	42023
1560	149070	41923
1561	149146	41822
1562	149230	41723
1563	149307	41622
1564	149382	41521
1565	149457	41420
1566	149534	41320
1567	149634	41225
1568	149712	41125
1569	149790	41025
1570	149863	40923
1571	149941	40823
1572	150023	40724
1573	150099	40624
1574	150178	40524
1575	150251	40423
1576	150326	40322
1577	150401	40221
1578	150494	40125
1579	150570	40025
1580	150651	39925
1581	150723	39824
1582	150803	39725
1583	150874	39623
1584	150949	39522
1585	151024	39422
1586	151113	39325
1587	151197	39227
1588	151268	39126
1589	151345	39026
1590	151424	38926
1591	151503	38827
1592	151577	38727
1593	151662	38629
1594	151735	38528
1595	151814	38429
1596	151897	38331
1597	151973	38231
1598	152055	38132
1599	152142	38035
1600	152227	37937
1601	152313	37840
1602	152362	37734
1603	152440	37634
1604	152517	37535
1605	152591	37435
1606	152665	37335
1607	152747	37237
1608	152826	37137
1609	152904	37039
1610	152987	36941
1611	153064	36841
1612	153144	36743
1613	153223	36644
1614	153304	36546
1615	153381	36447
1616	153453	36346
1617	153531	36247
1618	153606	36148
1619	153704	36054
1620	153792	35957
1621	153873	35859
1622	153943	35758
1623	154033	35662
1624	154105	35562
1625	154184	35464
1626	154263	35365
1627	154338	35266
1628	154414	35167
1629	154491	35068
1630	154576	34971
1631	154649	34871
1632	154729	34773
1633	154803	34674
1634	154882	34576
1635	154955	34476
1636	155031	34377
1637	155108	34279
1638	155186	34180
1639	155269	34083
1640	155343	33984
1641	155420	33885
1642	155501	33788
1643	155585	33691
1644	155663	33593
1645	155743	33495
1646	155817	33396
1647	155898	33298
1648	155979	33201
1649	156054	33102
1650	156135	33005
1651	156212	32906
1652	156288	32808
1653	156364	32709
1654	156444	32612
1655	156522	32514
1656	156598	32415
1657	156677	32318
1658	156754	32220
1659	156837	32123
1660	156913	32025
1661	156989	31926
