iter	Passed	Remaining
1203	98401	65055
1204	98475	64969
1205	98566	64893
1206	98652	64814
1207	98746	64740
1208	98822	64655
1209	98898	64569
1210	98981	64489
1211	99091	64425
1212	99198	64360
1213	99286	64282
1214	99357	64194
1215	99431	64107
1216	99505	64020
1217	99608	63952
1218	99688	63869
1219	99777	63792
1220	99864	63713
1221	99944	63631
1222	100017	63543
1223	100086	63453
1224	100161	63367
1225	100235	63280
1226	100302	63189
1227	100370	63099
1228	100442	63011
1229	100516	62924
1230	100585	62835
1231	100658	62747
1232	100762	62680
1233	100844	62598
1234	100914	62509
1235	100988	62423
1236	101057	62333
1237	101134	62248
1238	101229	62175
1239	101318	62098
1240	101399	62016
1241	101477	61932
1242	101544	61841
1243	101616	61754
1244	101699	61673
1245	101818	61614
1246	101895	61529
1247	101964	61440
1248	102035	61351
1249	102111	61266
1250	102195	61186
1251	102269	61100
1252	102341	61012
1253	102411	60924
1254	102491	60841
1255	102564	60754
1256	102639	60668
1257	102712	60582
1258	102801	60505
1259	102893	60429
1260	102974	60347
1261	103042	60257
1262	103120	60173
1263	103193	60087
1264	103262	59998
1265	103333	59910
1266	103400	59820
1267	103483	59739
1268	103568	59659
1269	103638	59571
1270	103714	59486
1271	103805	59410
1272	103886	59328
1273	103960	59242
1274	104035	59157
1275	104111	59072
1276	104190	58989
1277	104264	58903
1278	104335	58816
1279	104407	58729
1280	104481	58643
1281	104556	58558
1282	104629	58471
1283	104706	58387
1284	104803	58314
1285	104879	58230
1286	104955	58145
1287	105026	58057
1288	105099	57972
1289	105166	57882
1290	105234	57793
1291	105302	57704
1292	105373	57617
1293	105441	57528
1294	105516	57443
1295	105587	57356
1296	105658	57269
1297	105728	57181
1298	105813	57101
1299	105914	57030
1300	106006	56954
1301	106078	56868
1302	106148	56780
1303	106222	56695
1304	106300	56612
1305	106370	56524
1306	106441	56437
1307	106513	56351
1308	106581	56262
1309	106649	56174
1310	106725	56089
1311	106811	56011
1312	106891	55928
1313	106961	55841
1314	107031	55754
1315	107103	55667
1316	107175	55581
1317	107241	55492
1318	107336	55417
1319	107404	55329
1320	107474	55242
1321	107547	55156
1322	107619	55070
