iter	RMSE
1513	0.1911311185
1514	0.1910781735
1515	0.1910143145
1516	0.1910014723
1517	0.1909623211
1518	0.190919538
1519	0.1908868908
1520	0.1908342983
1521	0.1908005744
1522	0.1907875699
1523	0.1907663488
1524	0.1907208895
1525	0.1907189338
1526	0.1906722101
1527	0.190639604
1528	0.1905957579
1529	0.1905637323
1530	0.1905309209
1531	0.1905076127
1532	0.1904860169
1533	0.1904734995
1534	0.1904311319
1535	0.1903667619
1536	0.1903328576
1537	0.1902745383
1538	0.1902429333
1539	0.1902183626
1540	0.1901823238
1541	0.1901313843
1542	0.1900890924
1543	0.1900162315
1544	0.1899886203
1545	0.1899436533
1546	0.1899311022
1547	0.1899256434
1548	0.1899040525
1549	0.1898066472
1550	0.1897931924
1551	0.1897692049
1552	0.189730835
1553	0.1896737964
1554	0.1896609133
1555	0.1895846932
1556	0.1895345421
1557	0.1894951456
1558	0.1894650229
1559	0.1894067574
1560	0.1893858029
1561	0.1893555732
1562	0.1893435568
1563	0.1892918107
1564	0.1892323116
1565	0.189167839
1566	0.1891528964
1567	0.1890879252
1568	0.1890156691
1569	0.1890044037
1570	0.1889176937
1571	0.1888849125
1572	0.1888576551
1573	0.1888287975
1574	0.1888224387
1575	0.1888175218
1576	0.1887773327
1577	0.1887368804
1578	0.1887014847
1579	0.1886959734
1580	0.1886764975
1581	0.1885963064
1582	0.1885763467
1583	0.188523781
1584	0.1884792604
1585	0.1884114257
1586	0.1883879032
1587	0.1883157846
1588	0.1882288071
1589	0.1882061932
1590	0.1881902041
1591	0.1881360813
1592	0.1880939796
1593	0.1880296244
1594	0.1879868089
1595	0.1879209428
1596	0.187852665
1597	0.187813791
1598	0.1878094933
1599	0.1877915883
1600	0.1877816408
1601	0.1877529557
1602	0.1877432843
1603	0.1877134375
1604	0.1876358297
1605	0.1875784318
1606	0.1875337788
1607	0.1875130723
1608	0.1874409459
1609	0.1874115163
1610	0.1873976417
1611	0.1873731613
1612	0.1873623441
1613	0.1873490556
1614	0.1873016051
1615	0.187287604
1616	0.1872183993
1617	0.1871990463
1618	0.1871482179
1619	0.1871313509
1620	0.1870597062
1621	0.187032703
1622	0.1869805592
1623	0.1869235619
1624	0.1868613678
1625	0.1868429864
1626	0.1868271388
1627	0.186800192
1628	0.1867155589
1629	0.1867124874
1630	0.1866940647
1631	0.186627128
1632	0.1865771261
1633	0.1865423428
1634	0.186495799
1635	0.1864455871
1636	0.1864257118
1637	0.1863626191
1638	0.1862827897
1639	0.1862658974
1640	0.1862387114
1641	0.1862111635
1642	0.1861717304
1643	0.1861586991
1644	0.1861427895
1645	0.186094149
1646	0.1860390388
1647	0.1860086039
1648	0.1859371822
1649	0.1859100599
1650	0.185907855
1651	0.185868029
1652	0.1858419373
1653	0.1858205352
1654	0.1857502876
1655	0.1857320116
1656	0.1857172287
1657	0.1857120211
1658	0.1856974977
1659	0.1856571389
1660	0.1856018513
1661	0.1855228336
1662	0.1854555556
1663	0.1854304214
1664	0.1854246968
1665	0.1853244913
1666	0.1852996246
1667	0.1852865108
1668	0.1852583501
1669	0.1852379037
1670	0.1851843123
1671	0.1851705644
1672	0.1851665657
1673	0.1851576095
1674	0.1851319825
1675	0.1850868491
1676	0.1850630125
1677	0.1850569947
1678	0.1850438509
1679	0.1850224166
1680	0.1849861699
1681	0.1849516803
1682	0.1849041931
1683	0.1848799053
1684	0.1848719096
1685	0.1848181051
1686	0.1847982391
1687	0.1847587362
1688	0.1847250297
1689	0.184673998
1690	0.1846648708
1691	0.1846279664
1692	0.1845953616
1693	0.1845809628
1694	0.1845331754
1695	0.1845132554
1696	0.1845006819
1697	0.1844836866
1698	0.1844644642
1699	0.1844104687
1700	0.1843711443
1701	0.1843401339
1702	0.1842554368
1703	0.184221396
1704	0.1841864708
1705	0.1841711552
1706	0.1841463633
1707	0.1841147988
1708	0.1840369503
1709	0.1840009779
1710	0.1839673618
1711	0.1839080909
1712	0.1838595654
1713	0.1838175121
1714	0.183815631
1715	0.1838017658
1716	0.1837550369
1717	0.183752466
1718	0.1836922647
1719	0.1836413356
1720	0.1836377576
1721	0.1836072033
1722	0.1835803765
1723	0.1834974501
1724	0.1834618627
1725	0.1834077565
1726	0.1833321079
1727	0.1833067012
1728	0.1832797362
1729	0.1832654287
1730	0.183238315
1731	0.1831923252
1732	0.1831165597
1733	0.1830860351
1734	0.1830417706
1735	0.1830290442
1736	0.182975958
1737	0.1829381671
1738	0.1828791676
1739	0.1828180779
1740	0.1828006846
1741	0.1827679541
1742	0.1827628292
1743	0.1827169406
1744	0.1826547552
1745	0.1825662977
1746	0.1825237717
1747	0.1824854322
1748	0.1824523605
1749	0.1824177224
1750	0.1823466241
1751	0.1823443868
1752	0.1822933364
1753	0.1822877518
1754	0.1822477864
1755	0.1822198507
1756	0.1822077533
1757	0.1821834517
1758	0.1821082931
1759	0.1820651517
1760	0.1820451374
1761	0.1819662193
1762	0.1819229485
1763	0.1818559951
1764	0.1818397527
1765	0.1818131251
1766	0.181760564
1767	0.1817079618
1768	0.181687376
1769	0.1816757094
1770	0.1816266102
1771	0.1815795564
1772	0.1815733735
1773	0.1815186299
1774	0.1814749731
1775	0.181415289
1776	0.18137444
1777	0.1813172248
1778	0.1812772222
1779	0.1812301193
1780	0.1811997386
1781	0.1811291277
1782	0.1810809471
1783	0.181053039
1784	0.1810062334
1785	0.1809967555
1786	0.180961406
1787	0.180928778
1788	0.1808773056
1789	0.1808570841
1790	0.1807980186
1791	0.180776311
1792	0.1807628347
1793	0.1807404861
1794	0.1807101155
1795	0.1806535223
1796	0.1806186052
1797	0.1805904991
1798	0.1805508088
1799	0.1805228448
1800	0.1804944256
1801	0.180470924
1802	0.1804611353
1803	0.1804321187
1804	0.180408826
1805	0.1804007995
1806	0.1803987589
1807	0.1803915384
1808	0.1803834305
1809	0.1803198782
1810	0.1802888229
1811	0.1802779573
1812	0.1802520979
1813	0.1802277276
1814	0.1802223121
1815	0.1802016262
1816	0.1801987036
1817	0.1801243164
1818	0.1800927535
1819	0.1800659244
1820	0.1800363354
1821	0.1800090691
1822	0.1799703867
1823	0.1799087558
1824	0.1798782521
1825	0.1798574664
1826	0.1798269296
1827	0.1798245921
1828	0.1797820331
1829	0.1797503813
1830	0.1797352473
1831	0.1797081013
1832	0.1796974148
1833	0.1796852681
1834	0.1796486894
1835	0.1796116109
1836	0.179592813
1837	0.1795708113
1838	0.1795575317
1839	0.1795305573
1840	0.1795278618
1841	0.1795209444
1842	0.1795160688
1843	0.1794612669
1844	0.1794526117
1845	0.1794226053
1846	0.1793828117
1847	0.1793573663
1848	0.1793067271
1849	0.1792333617
1850	0.1791979821
1851	0.1791293674
1852	0.1791200106
1853	0.1790842636
1854	0.1790764789
1855	0.1790598424
1856	0.1790243633
1857	0.178995345
1858	0.178951521
1859	0.1788824703
1860	0.1788678121
1861	0.1788593504
1862	0.1787878802
1863	0.1787753204
1864	0.1787496501
1865	0.1786970364
1866	0.1786729427
1867	0.1786043682
1868	0.1785501756
1869	0.1785484129
1870	0.1784887938
1871	0.1784754705
1872	0.1783855893
1873	0.1783071618
1874	0.1782964978
1875	0.1782753855
1876	0.1782010669
1877	0.1781993946
1878	0.1781456763
1879	0.1780910247
1880	0.1780524632
1881	0.1780386262
1882	0.1779918266
1883	0.1779758171
1884	0.1779203809
1885	0.1778642603
1886	0.1778544671
1887	0.1778284567
1888	0.1778082093
1889	0.1777484558
1890	0.1777058029
1891	0.177624518
1892	0.1775384
1893	0.1774974185
1894	0.1774190737
1895	0.1773925898
1896	0.1773224679
1897	0.1773104164
1898	0.1772663626
1899	0.1772217263
1900	0.1772160213
1901	0.1771587638
1902	0.1770948771
1903	0.177042049
1904	0.1770412039
1905	0.1770080577
1906	0.1769957447
1907	0.1769826961
1908	0.1769029759
1909	0.1768595413
1910	0.1767917347
1911	0.1767475297
1912	0.1767169486
1913	0.1766945373
1914	0.1766803812
1915	0.1766670628
1916	0.1766160124
1917	0.1765929335
1918	0.1765386319
1919	0.176496879
1920	0.1764713805
1921	0.1764376054
1922	0.1764237627
1923	0.1764080428
1924	0.1763475936
1925	0.1763266006
1926	0.1762783423
1927	0.1762467574
1928	0.1762123923
1929	0.1761953612
1930	0.1761877445
1931	0.1761215511
1932	0.1761094618
1933	0.1760856606
1934	0.1760841135
1935	0.1760681451
1936	0.1760227129
1937	0.1760156423
1938	0.1759841004
1939	0.1759784079
1940	0.1759046477
1941	0.1758553568
1942	0.1758119018
1943	0.1758005236
1944	0.1757491422
1945	0.1757331044
1946	0.1757275106
1947	0.1756761566
1948	0.1756714937
1949	0.1756233918
1950	0.1755998132
1951	0.1755780979
1952	0.1755550829
1953	0.1755057306
1954	0.1754947599
1955	0.1754646311
1956	0.1754584326
1957	0.1754190532
1958	0.1753913763
1959	0.1753809126
1960	0.1753257615
1961	0.1753159682
1962	0.1752553489
1963	0.1752044318
1964	0.1751445541
1965	0.1751167426
1966	0.1750906225
1967	0.1750733755
1968	0.1750433323
1969	0.1749911781
1970	0.1749631877
1971	0.1749103024
1972	0.1748469436
1973	0.1748307403
1974	0.1747820758
1975	0.1747578649
1976	0.1747201526
1977	0.1747085442
1978	0.1746898764
1979	0.1746602349
1980	0.1746086993
1981	0.1745965994
1982	0.1745853225
1983	0.1745828453
1984	0.1745450276
1985	0.1745038552
1986	0.1744991953
1987	0.1744793326
1988	0.1744692129
1989	0.1744407422
1990	0.174384126
1991	0.1743811361
1992	0.1743665946
1993	0.1743454719
1994	0.1743419209
1995	0.1742754047
1996	0.1742518097
1997	0.1741785178
1998	0.1741184397
1999	0.1740755712
