iter	RMSE
277	0.2708282764
278	0.2707463436
279	0.2705367026
280	0.2704578354
281	0.270198758
282	0.2700588856
283	0.2699013345
284	0.2697325667
285	0.2695219055
286	0.2693484255
287	0.2691625301
288	0.2690652142
289	0.2689568287
290	0.2688401811
291	0.2687443558
292	0.2686885677
293	0.2684067976
294	0.2683006505
295	0.2681615003
296	0.2679162316
297	0.2678175157
298	0.2677896176
299	0.2676138338
300	0.2675249648
301	0.267421937
302	0.2672730869
303	0.267186177
304	0.2670754501
305	0.2668898369
306	0.266768327
307	0.2666020833
308	0.2664154885
309	0.2662539643
310	0.266093206
311	0.2659653762
312	0.2657314336
313	0.2656478477
314	0.2655176841
315	0.2653822258
316	0.2652593299
317	0.265206132
318	0.2649149262
319	0.2647664938
320	0.2647091055
321	0.2645437999
322	0.2643903996
323	0.2642960652
324	0.2641905606
325	0.2640704226
326	0.263857194
327	0.263720413
328	0.2635320139
329	0.2634112333
330	0.2632541743
331	0.2631810925
332	0.2630663333
333	0.2628555929
334	0.2627166356
335	0.2626358315
336	0.2625481188
337	0.2623582306
338	0.2622253744
339	0.2621310797
340	0.2619055315
341	0.2617785736
342	0.2617035198
343	0.261627064
344	0.2613634195
345	0.2612929136
346	0.2611983043
347	0.261110685
348	0.2610608232
349	0.2609615121
350	0.2607855154
351	0.2605870329
352	0.2603422972
353	0.2601466591
354	0.2600689025
355	0.2599769851
356	0.2597804951
357	0.2596568547
358	0.2595005983
359	0.2594179066
360	0.2592934888
361	0.2592293495
362	0.2590949828
363	0.2590139327
364	0.2588804667
365	0.2588001785
366	0.2587152529
367	0.2586129141
368	0.2584706092
369	0.2583795298
370	0.2582354152
371	0.2581489499
372	0.2580948084
373	0.2579987988
374	0.2578473593
375	0.257760034
376	0.2576379206
377	0.2575297128
378	0.2573585758
379	0.2571559336
380	0.2569818909
381	0.2568798761
382	0.256837213
383	0.2566867161
384	0.2565380545
385	0.2564729123
386	0.2563145224
387	0.25621854
388	0.2561212113
389	0.2560027206
390	0.2559501504
391	0.2558772639
392	0.2557713168
393	0.2555816235
394	0.2554074159
395	0.2553238752
396	0.2552437132
397	0.2551708018
398	0.2550769948
399	0.2549363039
400	0.2548071166
401	0.2547231514
402	0.2546329492
403	0.2545646226
404	0.2544849022
405	0.2544013553
406	0.254302355
407	0.2542015007
408	0.2541221673
409	0.2539917603
410	0.2539005208
411	0.2537310838
412	0.2536567621
413	0.2535605423
414	0.253330675
415	0.2532622719
416	0.2531063199
417	0.2530459229
418	0.2529414463
419	0.2528683484
420	0.252750156
421	0.252640554
422	0.2525541368
423	0.2524864704
424	0.252355587
425	0.2523083336
426	0.2522475855
427	0.252162945
428	0.2520404925
429	0.2518937503
430	0.2518596529
431	0.2517387086
432	0.2516662991
433	0.2515749473
434	0.2514938196
435	0.2514329963
436	0.2513764197
437	0.2512814721
438	0.2511926979
439	0.2510857284
440	0.2509777834
441	0.2507754438
442	0.2507127188
443	0.2506542823
444	0.2505755376
445	0.2504821528
446	0.2504114492
447	0.2502143311
448	0.2501291232
449	0.2500684035
450	0.250019672
451	0.2499748129
452	0.2498554979
453	0.2496759816
454	0.249571704
455	0.2494709494
456	0.249388388
457	0.2492438508
458	0.2491164802
459	0.2491004742
460	0.2490042332
461	0.2489075156
462	0.2488525559
463	0.2487699989
464	0.2486756085
465	0.2486402157
466	0.248531338
467	0.2484430313
468	0.2483635968
469	0.2482915583
470	0.2481801875
471	0.2480688692
472	0.2478776124
473	0.2477939235
474	0.2477137092
475	0.2476357235
476	0.2475811617
477	0.2475337025
478	0.2474084569
479	0.2472073107
480	0.247144232
481	0.2470621728
482	0.2468929488
483	0.2467237952
484	0.2465927283
485	0.2465033093
486	0.2464585725
487	0.2463277226
488	0.2462456167
489	0.2461929922
490	0.2461260194
491	0.2460152407
492	0.2459418198
493	0.2457403013
494	0.2456616632
495	0.2455513433
496	0.2454490071
497	0.2453483965
498	0.245240889
499	0.2451375843
500	0.245049986
501	0.2449513552
502	0.2449046795
503	0.2448621577
504	0.2448457482
505	0.2447488671
506	0.2447138438
507	0.2446327424
508	0.2445229412
509	0.2444352943
510	0.2444056037
511	0.24432837
512	0.2442454392
513	0.2441592189
514	0.244106433
515	0.2440323259
516	0.2439272873
517	0.2438538286
518	0.2437304569
519	0.2436070993
520	0.2435268761
521	0.243446976
522	0.2433978534
523	0.2432813537
524	0.243213671
525	0.2431188161
526	0.242966993
527	0.2428700186
528	0.2427793351
529	0.2427032453
530	0.2426858971
531	0.2425690109
532	0.2424867618
533	0.2423633709
534	0.2423452449
535	0.2422588097
536	0.2422280832
537	0.2421044606
538	0.2419988493
539	0.2418830236
540	0.2417980073
541	0.2417380099
542	0.2416099716
543	0.2414964242
544	0.241385769
545	0.2413742193
546	0.2412868714
547	0.2412303143
548	0.2411519622
549	0.2409403588
550	0.2408210573
551	0.2407806054
552	0.2407169293
553	0.2406342704
554	0.2406133791
555	0.240578232
556	0.240544242
557	0.2404419812
558	0.2403809177
559	0.240264783
560	0.2400916174
561	0.2400339149
562	0.2398632299
563	0.239783355
564	0.2397481298
565	0.2396640072
566	0.2395832237
567	0.2394852103
568	0.2393412072
569	0.2392504144
570	0.2391596563
571	0.2391029851
572	0.2390552547
573	0.2390117041
574	0.2389516852
575	0.238903033
576	0.2388130338
577	0.2387845261
578	0.2387667734
579	0.2387037682
580	0.2386371459
581	0.2385918141
582	0.2384917477
583	0.2384660488
584	0.2384077397
585	0.2383126557
586	0.2382507586
587	0.2382286722
588	0.2381477923
589	0.2380757887
590	0.2379809236
591	0.2378911843
592	0.2378137204
593	0.237736836
594	0.237733593
595	0.2377124718
596	0.2376991064
597	0.2376222191
598	0.2376173793
599	0.2375624426
600	0.2374742278
601	0.2374482781
602	0.2374119804
603	0.2373401061
604	0.2371904966
605	0.2371613254
606	0.2371197614
607	0.2371033611
608	0.2369803564
609	0.236864952
610	0.236749517
611	0.2366676509
612	0.236609418
613	0.2364986164
614	0.2364849063
615	0.2363716755
616	0.236283111
617	0.2362528814
618	0.2361996404
619	0.2361455367
620	0.2360988611
621	0.2360356697
622	0.2359937748
623	0.235912069
624	0.2358048456
625	0.2356864206
626	0.2355744343
627	0.2355337518
628	0.2354843196
629	0.2354111497
630	0.2354020757
631	0.2353204933
632	0.235298819
633	0.2352076466
634	0.235201137
635	0.2350927991
636	0.2350403145
637	0.234956853
638	0.234858688
639	0.2347186236
640	0.2346480911
641	0.2345751209
642	0.2344832728
643	0.2344381607
644	0.2343856491
645	0.2343107296
646	0.2343050055
647	0.2341780811
648	0.2341440592
649	0.2341059838
650	0.2340306333
651	0.2339326555
652	0.2338393836
653	0.2337582261
654	0.2336632177
655	0.2335659421
656	0.2334603555
657	0.2334183338
658	0.2333946394
659	0.2333518476
660	0.2332722928
661	0.2332039899
662	0.2331333892
663	0.2331101816
664	0.2330833996
665	0.2330458338
666	0.2329489315
667	0.2329173677
668	0.2328555346
669	0.2328297692
670	0.2327882816
671	0.2327500714
672	0.2327140476
673	0.2326329952
674	0.2326247088
675	0.2325764195
676	0.2324831913
677	0.232374656
678	0.2323593497
679	0.2322130357
680	0.2320895711
681	0.2319894793
682	0.2318820552
683	0.2317717532
684	0.2316642698
685	0.2316381978
686	0.2316281881
687	0.2315422674
688	0.2315109097
689	0.2314438975
690	0.2313136432
691	0.2312352866
692	0.2311887357
693	0.2311795585
694	0.2311712136
695	0.2310861686
696	0.2310785719
697	0.2310386557
698	0.2309714564
699	0.2309631896
700	0.2308122226
701	0.2307179803
702	0.2307098388
703	0.2306357111
704	0.2305629285
705	0.2304644911
706	0.2303925275
707	0.2303152317
708	0.2302703882
709	0.230241993
710	0.2302102204
711	0.2302084367
712	0.2301040139
713	0.2299816063
714	0.2298789897
715	0.2298177024
716	0.2296586427
717	0.2295893842
718	0.2294983812
719	0.2294162273
720	0.2292999099
721	0.2292291339
722	0.2291453261
723	0.2291427409
724	0.2291185154
725	0.2290851596
726	0.2289665375
727	0.2289464229
728	0.2289160874
729	0.2288567598
730	0.2287522965
731	0.2287216288
732	0.2287077446
733	0.2286097675
734	0.2285445221
735	0.2285426932
736	0.2285253666
737	0.2284900934
738	0.228487664
739	0.2284203126
740	0.2283068996
741	0.2282060085
742	0.2282038452
743	0.2281264228
744	0.2279715856
745	0.2279175977
746	0.2278963136
747	0.2278809504
748	0.2278649186
749	0.2278164276
750	0.2277912836
751	0.2277606965
752	0.2277568156
753	0.2277132839
754	0.2276770058
755	0.2276526691
756	0.2276158508
757	0.2276103605
758	0.2275370509
759	0.2274938082
760	0.2274637872
761	0.2274364957
762	0.2273516584
763	0.2273209172
764	0.2272205905
765	0.2272172112
766	0.2271461148
767	0.2270221789
768	0.2269166313
769	0.2268422142
770	0.226820773
771	0.2268180966
772	0.2267963575
773	0.2266874816
774	0.2266240619
775	0.2265946281
776	0.226552212
777	0.2265330431
778	0.2264830125
779	0.2264129652
780	0.2264100943
781	0.2263793421
782	0.2263622673
783	0.226354463
784	0.2262704591
785	0.2261932271
786	0.226175217
787	0.2261711399
788	0.22615237
789	0.2260855185
790	0.2260802921
791	0.2260036577
792	0.2258946797
793	0.2258943279
794	0.2258514829
795	0.2258343751
796	0.2257680896
797	0.2256834976
798	0.22561275
799	0.2256107575
800	0.2255132426
801	0.2254394935
802	0.2254259462
803	0.2253471658
804	0.2252720416
805	0.225191072
806	0.225079996
807	0.2250377144
808	0.2249850897
809	0.2249640331
810	0.2249165015
811	0.2248253173
812	0.2247484444
813	0.2247259866
814	0.2247223879
815	0.2247181347
816	0.224659869
817	0.2246114815
818	0.2245430544
819	0.2244548164
820	0.2243508262
821	0.2243262163
822	0.224283992
823	0.2242659024
824	0.2242611789
825	0.2241923479
826	0.2241915552
827	0.2241711369
828	0.2241664519
829	0.2241296102
830	0.2240978074
831	0.224088903
832	0.224045094
833	0.2239873889
834	0.223841369
835	0.2237823361
836	0.2236858582
837	0.2236577168
838	0.22359257
839	0.2235723663
840	0.2235256743
841	0.2234647452
842	0.2233679045
843	0.2233453911
844	0.2232679393
845	0.2231558619
846	0.2231514618
847	0.2231225378
848	0.223021805
849	0.2229915856
850	0.2229474684
851	0.2228161164
852	0.2227745458
853	0.2226801887
854	0.2226163636
855	0.2225760578
856	0.2225593346
857	0.2225296143
858	0.2224705446
859	0.2223532419
860	0.2223034196
861	0.22229088
862	0.2222650507
863	0.222264326
864	0.2222412211
865	0.2221978032
866	0.2220982381
867	0.2220752194
868	0.2220407365
869	0.2220049353
870	0.221913206
871	0.2218390784
872	0.2218347897
873	0.2218034941
874	0.2217437047
875	0.2216742494
876	0.2216626797
877	0.2215985496
878	0.2215491382
879	0.2214952633
880	0.2213798285
881	0.2213070214
882	0.2211974897
883	0.2211507128
884	0.2211057358
885	0.2210441486
886	0.221016341
887	0.2209951505
888	0.2209452117
889	0.2209144268
890	0.2208408181
891	0.2207898429
892	0.2207199008
893	0.2206690669
894	0.2205967085
895	0.2205052861
896	0.2204583042
897	0.2204169701
898	0.2203253003
899	0.2202822689
900	0.2202782409
901	0.2202360027
902	0.2201963142
903	0.2201140887
904	0.220039537
905	0.2199769568
906	0.2199306067
907	0.219905582
908	0.219901276
909	0.2198682505
910	0.2198189875
911	0.2198164146
912	0.2197108888
913	0.2197102876
914	0.2196665037
915	0.2196227107
916	0.2195890727
917	0.2195458519
918	0.2195283607
919	0.2195241639
920	0.2194944711
921	0.2194670127
922	0.2193497285
923	0.2193320159
924	0.2193003525
925	0.2192451298
926	0.2192041487
927	0.2191692347
928	0.2191474758
929	0.21911834
930	0.2190089491
931	0.2189814758
932	0.2189065406
933	0.2188756183
934	0.2188520503
935	0.2188318406
936	0.2187803297
937	0.2187559936
938	0.2186577655
939	0.2185921042
940	0.2185538699
941	0.2184987828
942	0.2184606122
943	0.2184257352
944	0.2182863869
945	0.2182276877
946	0.2181696354
947	0.2181655417
948	0.2180609715
949	0.2179709408
950	0.2178581211
951	0.2178093407
952	0.21777976
953	0.2177107396
954	0.2176265799
955	0.2176124055
956	0.2175438406
957	0.2175066935
958	0.2174656062
959	0.2174214055
960	0.2173499351
961	0.2173255595
962	0.217262402
963	0.2172260747
964	0.2171779661
965	0.2171756028
966	0.2170986872
967	0.2169702463
968	0.2169360151
969	0.216899576
970	0.2168699811
971	0.2168182951
972	0.2167855161
973	0.2167801987
974	0.216705224
975	0.216621433
976	0.2165513204
977	0.2164771112
978	0.2164253234
979	0.216358167
980	0.2162235403
981	0.2162203409
982	0.2161977745
983	0.2160985327
984	0.2160632192
985	0.2159956265
986	0.2159517841
987	0.2158964783
988	0.2158523188
989	0.2158140271
990	0.2157923352
991	0.2157589613
992	0.2156735107
993	0.2156667788
994	0.2156472328
995	0.215624467
996	0.2155569575
997	0.2155280869
998	0.2155136986
999	0.2154905755
1000	0.2154341337
1001	0.215408676
1002	0.2153807901
1003	0.2153174716
1004	0.2153160543
1005	0.2152533425
1006	0.2151717475
1007	0.2151052668
1008	0.215069223
1009	0.2150153351
1010	0.2149820949
1011	0.2149777731
1012	0.2149477171
1013	0.2148788164
1014	0.2147307404
1015	0.2146069372
1016	0.2145668483
1017	0.2145614125
1018	0.2144951897
1019	0.2144558065
1020	0.214424957
1021	0.2144194162
1022	0.2144061789
1023	0.2143788015
1024	0.2143711527
1025	0.2143179693
1026	0.2142408289
1027	0.2142032216
1028	0.2140659008
1029	0.2139640151
1030	0.2139142485
1031	0.213850286
1032	0.2137457988
1033	0.2136739226
1034	0.2136158822
1035	0.2136076046
1036	0.2135066693
1037	0.2134876034
1038	0.2134122014
1039	0.2132989665
1040	0.2132682678
1041	0.2132237833
1042	0.2131975658
1043	0.2130662185
1044	0.2129377958
1045	0.2128253753
1046	0.2128093558
1047	0.2127428279
1048	0.2126847027
1049	0.2126285265
1050	0.2125581933
1051	0.2124507738
1052	0.212429482
1053	0.212399936
1054	0.2123743592
1055	0.2122942319
1056	0.2122083334
1057	0.2121661413
1058	0.2121604741
1059	0.2121595576
1060	0.2120728652
1061	0.2120118113
1062	0.2119877995
1063	0.2119768143
1064	0.2119283253
1065	0.2119108922
1066	0.2118679788
1067	0.2117513845
1068	0.2116919369
1069	0.2116499871
1070	0.2115423655
1071	0.2115016354
1072	0.2114763868
1073	0.2114588828
1074	0.2113588794
1075	0.2112470928
1076	0.2111777811
1077	0.2110940221
1078	0.2110453088
1079	0.2110342256
1080	0.2109594135
1081	0.2109279123
1082	0.2108944604
1083	0.2108509424
1084	0.2108246751
1085	0.2107892892
1086	0.2107601107
1087	0.2106968505
1088	0.2106399542
1089	0.210599363
1090	0.2105563649
1091	0.2104580471
1092	0.2104327759
1093	0.210393641
1094	0.2103135589
1095	0.2102636184
1096	0.2102600292
1097	0.2102130701
1098	0.2102085392
1099	0.2101681879
1100	0.2101488679
1101	0.2101211581
1102	0.2101123528
1103	0.2100618521
1104	0.2100445954
1105	0.2100007679
1106	0.2099484963
1107	0.2098924515
1108	0.2098544427
1109	0.2098265931
1110	0.2097781135
1111	0.2097123004
1112	0.209683757
1113	0.2096287928
1114	0.2095251203
1115	0.2095205041
1116	0.2094869263
1117	0.2094491678
1118	0.2093752767
1119	0.2093175389
1120	0.2093043752
1121	0.2091950415
1122	0.2090977016
1123	0.2090936322
1124	0.2090850813
1125	0.2090808005
1126	0.2090352127
1127	0.2090313265
1128	0.2089292998
1129	0.2088617532
1130	0.2088174605
1131	0.2087396394
1132	0.2086378611
1133	0.2086211677
1134	0.2085687701
1135	0.2085484153
1136	0.2085367159
1137	0.2084292962
1138	0.2084126047
1139	0.2083955479
1140	0.2083651222
1141	0.2082974419
1142	0.2082824548
1143	0.2082271972
1144	0.2082106874
1145	0.2081470534
1146	0.2080737918
1147	0.2079881793
1148	0.2079360638
1149	0.2078843974
1150	0.2077969826
1151	0.2077403378
1152	0.2077223738
1153	0.2076997711
1154	0.2076640589
1155	0.2076246507
1156	0.2076179939
1157	0.2075647855
1158	0.2074354977
1159	0.2073672578
1160	0.2073201969
1161	0.2073011944
1162	0.2072430296
1163	0.2072316734
1164	0.2071865453
1165	0.2070953867
1166	0.2070783802
1167	0.2070592617
1168	0.2070533686
1169	0.2069697923
1170	0.2068927705
1171	0.2068557189
1172	0.2068385071
1173	0.2067429752
1174	0.2066349404
1175	0.2066284523
1176	0.2066082159
1177	0.2065179148
1178	0.2064236936
1179	0.2064091599
1180	0.206354501
1181	0.2062824222
1182	0.2062170643
1183	0.2061921563
1184	0.2061264009
1185	0.2060836791
1186	0.2060617459
1187	0.2059907886
1188	0.2059869528
1189	0.2059320326
1190	0.2059040778
1191	0.2058610289
1192	0.2058013536
1193	0.2056750469
1194	0.2055854599
1195	0.2055357671
1196	0.2055352749
1197	0.2054839007
1198	0.2054535929
1199	0.2054370615
1200	0.2054291061
1201	0.2054277473
1202	0.2054185258
1203	0.2053522454
1204	0.2053178323
1205	0.2052320442
1206	0.2051658544
1207	0.2051310857
1208	0.2050689677
1209	0.2050425806
1210	0.2049397247
1211	0.2049266193
1212	0.2048299391
1213	0.2046758845
1214	0.2046539598
1215	0.2046340656
1216	0.2046132749
1217	0.2045932508
1218	0.204544186
1219	0.2045186783
1220	0.2044960791
1221	0.2044080011
1222	0.2043638076
1223	0.2043162665
1224	0.2042831549
1225	0.2042622286
1226	0.2042213894
1227	0.2041452954
1228	0.2041181036
1229	0.2040278005
1230	0.2039592642
1231	0.2039266156
1232	0.203902634
1233	0.2038966881
1234	0.2038346982
1235	0.2037839862
1236	0.20375124
1237	0.2036819798
1238	0.2036243351
1239	0.2036023594
1240	0.2035832369
1241	0.2035268218
1242	0.2034831078
1243	0.2034509285
1244	0.2033620232
1245	0.2033093132
1246	0.2032898561
1247	0.2032271091
1248	0.2032253399
1249	0.2031793661
1250	0.2031670328
1251	0.2030591414
1252	0.2029667525
1253	0.2028977812
1254	0.2028560197
1255	0.2027635314
1256	0.2027546492
1257	0.2026955649
1258	0.2026215131
1259	0.2025752856
1260	0.2025276582
1261	0.2024591661
1262	0.2024240621
1263	0.2023890162
1264	0.2023311294
1265	0.2022402765
1266	0.2022268662
1267	0.2021483711
1268	0.2021241391
1269	0.2020726685
1270	0.202044369
1271	0.2020137526
1272	0.2019219635
1273	0.2018944951
1274	0.201874424
1275	0.201832745
1276	0.2018212157
1277	0.2017980054
1278	0.2017781219
1279	0.20173389
1280	0.2016999438
1281	0.2016585119
1282	0.2016192175
1283	0.201529966
1284	0.2014292649
1285	0.2014241858
1286	0.2014019916
1287	0.2013745322
1288	0.2013583535
1289	0.2012993569
1290	0.2012348115
1291	0.2012132683
1292	0.2011777431
1293	0.2010768305
1294	0.2010526697
1295	0.2010135976
1296	0.2009799529
1297	0.200929169
1298	0.2008819234
1299	0.2008800894
1300	0.2008236821
1301	0.2008153359
1302	0.2007365018
1303	0.2007335516
1304	0.2006971288
1305	0.2006772335
1306	0.2006515683
1307	0.2005951351
1308	0.2005331547
1309	0.2005249403
1310	0.2004917522
1311	0.200460273
1312	0.2004318449
1313	0.2003995777
1314	0.2003697836
1315	0.2002670311
1316	0.2001592473
1317	0.2000874058
1318	0.2000774776
1319	0.2000481915
1320	0.1999907637
1321	0.1999328175
1322	0.199902205
1323	0.1998584752
1324	0.1998549624
1325	0.1997648582
1326	0.1997163197
1327	0.1996658743
1328	0.1996433394
1329	0.1996329865
1330	0.1996020145
1331	0.1995322121
1332	0.19945177
1333	0.1993637642
1334	0.1992284606
1335	0.1992114797
1336	0.1991839233
1337	0.1991348243
1338	0.19908394
1339	0.1990510901
1340	0.1990302778
1341	0.1989541065
1342	0.1988788398
1343	0.1987659068
1344	0.198743243
1345	0.1986677407
1346	0.1986236205
1347	0.198617029
1348	0.1985748123
1349	0.1985634288
1350	0.1985401182
1351	0.1984709711
1352	0.1984139533
1353	0.198409265
1354	0.1983918459
1355	0.1983344822
1356	0.1982971194
1357	0.1982620205
1358	0.1982424517
1359	0.1982027645
1360	0.1981740842
1361	0.1981270461
1362	0.1980527685
1363	0.1979803937
1364	0.1979753574
1365	0.1978707069
1366	0.1978593625
1367	0.1978435561
1368	0.1977936468
1369	0.197776046
1370	0.1976926905
1371	0.1976158076
1372	0.197575865
1373	0.197494553
1374	0.1974120947
1375	0.1973484701
1376	0.1973390775
1377	0.197322007
1378	0.1972891937
1379	0.1972113046
1380	0.1971437834
1381	0.1971247418
1382	0.1970897629
1383	0.1970229343
1384	0.1969429678
1385	0.1969069102
1386	0.1968181116
1387	0.1967938098
1388	0.19675393
1389	0.1967419832
1390	0.1967036047
1391	0.1966854397
1392	0.1966626163
1393	0.1966342257
1394	0.1965600179
1395	0.1965228485
1396	0.1964913634
1397	0.1964680198
1398	0.1963763692
1399	0.1963554027
1400	0.196314012
1401	0.196227492
1402	0.1961541067
1403	0.1960859043
1404	0.196013575
1405	0.1959429201
1406	0.1958441024
1407	0.1957429426
1408	0.1956808087
1409	0.1956765685
1410	0.1956492941
1411	0.1956446229
1412	0.1956106522
1413	0.1955539076
1414	0.1955199609
1415	0.1955039957
1416	0.1954647601
1417	0.1954203336
1418	0.1953834732
1419	0.1953030193
1420	0.1952650121
1421	0.1952482853
1422	0.1952388273
1423	0.1951821417
1424	0.1951530414
1425	0.1950750221
1426	0.1949799696
1427	0.1949356673
1428	0.1949128381
1429	0.1949093455
1430	0.1948530383
1431	0.1947237282
1432	0.1946715693
1433	0.1945824246
1434	0.1944981138
1435	0.1944954515
1436	0.1944004157
1437	0.1943548713
1438	0.1942717837
1439	0.1942224797
1440	0.1941831257
1441	0.194172619
1442	0.1941525734
1443	0.194097277
1444	0.1940434147
1445	0.1939735347
1446	0.1939014862
1447	0.1938402027
1448	0.1937894194
1449	0.1937777787
1450	0.1937565331
1451	0.1937045577
1452	0.1936741953
1453	0.1936157481
1454	0.1935411926
1455	0.1934683608
1456	0.1934441626
1457	0.1933627875
1458	0.1933341556
1459	0.193308669
1460	0.1932097736
1461	0.1931199018
1462	0.1930819281
1463	0.1930796153
1464	0.1930631957
1465	0.1930125462
1466	0.1929925317
1467	0.192966277
1468	0.1929469979
1469	0.1929205562
1470	0.1928925329
1471	0.1928750316
1472	0.1928415645
1473	0.1927721164
1474	0.1927625222
1475	0.1927264981
1476	0.1926860264
1477	0.1926505252
1478	0.192587005
1479	0.1925791271
1480	0.192519646
1481	0.1924966923
1482	0.1924472749
1483	0.1923887231
1484	0.1923417188
1485	0.1922876036
1486	0.1922612485
1487	0.1921742204
1488	0.1921700675
1489	0.1921592599
1490	0.1921311995
1491	0.1921235576
1492	0.1921195638
1493	0.1919972329
1494	0.1919961226
1495	0.1919653066
1496	0.1919373162
1497	0.1919028529
1498	0.1918471414
1499	0.1917856717
1500	0.1917835455
1501	0.1917657396
1502	0.1916837627
1503	0.1916504919
1504	0.1916044669
1505	0.1915468749
1506	0.1914988885
1507	0.1914153299
1508	0.1913414743
1509	0.1913075147
1510	0.1912888164
1511	0.1912045194
1512	0.191197065
